"","ID","year","Midterm","AreaAll","R_seats","D_seats","Other_seats","total_votes","R_votes","D_votes","Other_votes","winning_vote_margin","winner_party","R_totalvote_pct","D_totalvote_pct","Other_totalvote_pct","R_majorvote_pct","D_majorvote_pct","R_majorvote_pct_lag","D_majorvote_pct_lag","president_party","Pres_D","Pres_R","H_incumbent_party_winner","H_incumbent_party_majorvote_pct","H_incumbent_party","H_inc_D","H_inc_R","US_Unemployment.Rate","US_CPI","GDP_Growth_Pct","...1","STATENAME","DISTRICT","avg_rating","Close_E_D","LLS_R","LLS_D","St_AVG_R","cvap","RepVotes","DemVotes","RepVotesMajorPercent","DemVotesMajorPercent","Incumbent_R","Incumbent_D","Open_seat","voterTR","D_2012","D_2014","D_2016","D_2018","D_2020","MidtermE_D","PresE_D","st_cd_fips","est_cost_sum"
"299",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,267,"California",50,5.25,0,1,0,1.25,500272,134362,125448,51.72,48.28,1,0,0,0.51933748,0,0,0,1,0,1,0,650,1578910
"300",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,268,"Colorado",3,6,0,1,0,2,551793,173205,146426,54.19,45.81,1,0,0,0.579258889,0,0,0,1,0,1,0,803,1112470
"301",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,269,"Colorado",6,2.875,1,0,0,1.125,538733,148685,187639,44.21,55.79,1,0,0,0.624286984,0,0,0,1,0,1,0,806,13052140
"302",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,270,"Florida",6,5.25,0,1,0,1.25,596696,187891,145758,56.31,43.69,0,0,1,0.559160779,0,0,0,1,0,1,0,1206,1852760
"303",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,271,"Florida",7,2.125,1,0,0,1.875,567729,134285,183113,42.31,57.69,0,1,0,0.559066033,0,0,0,1,0,1,0,1207,1069620
"304",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,272,"Florida",13,1.1666667,1,0,0,2.8333,567936,134254,182717,42.36,57.64,0,1,0,0.558110421,0,0,0,1,0,1,0,1213,13770
"305",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,273,"Florida",15,4.4583333,0,0,1,0.4583,556293,151380,134132,53.02,46.98,0,0,1,0.513240325,0,0,0,1,0,1,0,1215,1614040
"306",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,274,"Florida",16,5.7083333,0,1,0,1.7083,597649,197483,164463,54.56,45.44,1,0,0,0.60561634,0,0,0,1,0,1,0,1216,2916210
"307",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,275,"Florida",18,5.375,0,1,0,1.375,570702,185905,156454,54.3,45.7,1,0,0,0.599891011,0,0,0,1,0,1,0,1218,4766280
"308",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,276,"Florida",25,5.8333333,0,1,0,1.8333,434837,128672,84173,60.45,39.55,1,0,0,0.489482266,0,0,0,1,0,1,0,1225,1452940
"309",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,277,"Florida",26,4.1666667,0,0,1,0.1667,467186,115678,119797,49.13,50.87,1,0,0,0.504028374,0,0,0,1,0,1,0,1226,14080920
"310",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,278,"Florida",27,2.9166667,1,0,0,1.0833,449720,115588,130743,46.92,53.08,0,0,1,0.54774304,0,0,0,1,0,1,0,1227,2990620
"311",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,279,"Georgia",6,4.5833333,0,0,1,0.5833,480080,156875,160139,49.49,50.51,1,0,0,0.660335777,0,0,0,1,0,1,0,1306,4248750
"312",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,280,"Georgia",7,5.25,0,1,0,1.25,473990,140430,140011,50.07,49.93,1,0,0,0.591660162,0,0,0,1,0,1,0,1307,1734410
"313",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,281,"Illinois",6,3.5416667,0,0,1,0.4583,518628,146445,169001,46.42,53.58,1,0,0,0.608231719,0,0,0,1,0,1,0,1706,9416330
"314",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,282,"Illinois",12,4.9583333,0,0,1,0.9583,533604,134884,118724,53.19,46.81,1,0,0,0.475273799,0,0,0,1,0,1,0,1712,6112360
"315",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,283,"Illinois",13,5.0833333,0,1,0,1.0833,540956,136516,134458,50.38,49.62,1,0,0,0.500916895,0,0,0,1,0,1,0,1713,4912400
"316",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,284,"Illinois",14,3.6666667,0,0,1,0.3333,518415,141164,156035,47.5,52.5,1,0,0,0.573283952,0,0,0,1,0,1,0,1714,4324810
"317",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,285,"Indiana",2,6.2083333,0,1,0,2.2083,521068,125499,103363,54.84,45.16,1,0,0,0.439217146,0,0,0,1,0,1,0,1802,2164340
"318",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,286,"Indiana",9,6.5,0,1,0,2.5,567923,153271,118090,56.48,43.52,1,0,0,0.477813013,0,0,0,1,0,1,0,1809,1634780
"319",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,287,"Iowa",1,2.5833333,1,0,0,1.4167,579428,153442,170342,47.39,52.61,1,0,0,0.558799368,0,0,0,1,0,1,0,1901,3761990
"320",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,288,"Iowa",2,1.1666667,1,0,0,2.8333,580155,133287,171446,43.74,56.26,0,1,0,0.525261353,0,0,0,1,0,1,0,1902,723300
"321",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,289,"Iowa",3,3.6666667,0,0,1,0.3333,589474,167933,175642,48.88,51.12,1,0,0,0.582850134,0,0,0,1,0,1,0,1903,8014770
"322",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,290,"Iowa",4,5.5416667,0,1,0,1.5417,563609,157676,147246,51.71,48.29,1,0,0,0.541016911,0,0,0,1,0,1,0,1904,647360
"323",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,291,"Kansas",2,3.6666667,0,0,1,0.3333,537829,126098,123859,50.45,49.55,0,0,1,0.464751808,0,0,0,1,0,1,0,2002,6565210
"324",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,292,"Kansas",3,2.75,1,0,0,1.25,523041,139762,170518,45.04,54.96,1,0,0,0.593223093,0,0,0,1,0,1,0,2003,7254420
"325",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,293,"Kentucky",6,4.1666667,0,0,1,0.1667,569798,154468,144736,51.63,48.37,1,0,0,0.525105388,0,0,0,1,0,1,0,2106,9515770
"326",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,294,"Maine",2,3.6666667,0,0,1,0.3333,520828,134184,132013,50.41,49.59,1,0,0,0.511103474,0,0,0,1,0,1,0,2302,10733790
"327",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,295,"Maine",2,3.6666667,0,0,1,0.3333,520828,138931,142440,49.38,50.62,1,0,0,0.540237852,0,0,0,1,0,1,0,2302,10733790
"328",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,296,"Michigan",1,6.3333333,0,1,0,2.3333,562349,187251,145246,56.32,43.68,1,0,0,0.591264499,0,0,0,1,0,1,0,NA,NA
"329",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,297,"Michigan",2,6.6666667,0,1,0,2.6667,538157,168970,131254,56.28,43.72,1,0,0,0.557874375,0,0,0,1,0,1,0,2602,445510
"330",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,298,"Michigan",3,6.6666667,0,1,0,2.6667,538607,169107,134185,55.76,44.24,1,0,0,0.563104453,0,0,0,1,0,1,0,NA,NA
"331",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,299,"Michigan",6,5.375,0,1,0,1.375,536350,147436,134082,52.37,47.63,1,0,0,0.524877412,0,0,0,1,0,1,0,2606,2954310
"332",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,300,"Michigan",7,5.5416667,0,1,0,1.5417,542743,158730,136330,53.8,46.2,1,0,0,0.543645888,0,0,0,1,0,1,0,2607,1847190
"333",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,301,"Michigan",8,3.5416667,0,0,1,0.4583,547280,159782,172880,48.03,51.97,1,0,0,0.607846075,0,0,0,1,0,1,0,2608,13870350
"334",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,302,"Michigan",11,3.0416667,0,0,1,0.9583,527362,158463,181912,46.56,53.44,0,0,1,0.645429515,0,0,0,1,0,1,0,2611,5173680
"335",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,303,"Minnesota",1,3.8333333,0,0,1,0.1667,494576,146200,144885,50.23,49.77,0,0,1,0.588554641,0,0,0,1,0,1,0,2701,7640850
"336",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,304,"Minnesota",2,3.0416667,0,0,1,0.9583,499925,159344,177958,47.24,52.76,1,0,0,0.674705206,0,0,0,1,0,1,0,2702,8545020
"337",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,305,"Minnesota",3,3.0416667,0,0,1,0.9583,506587,160839,202404,44.28,55.72,1,0,0,0.717039719,0,0,0,1,0,1,0,2703,12076620
"338",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,306,"Minnesota",7,2.1666667,1,0,0,1.8333,496634,134668,146672,47.87,52.13,0,1,0,0.566493635,0,0,0,1,0,1,0,2707,661810
"339",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,307,"Minnesota",8,5.25,0,1,0,1.25,519505,159364,141950,52.89,47.11,0,0,1,0.580002117,0,0,0,1,0,1,0,2708,8035260
"340",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,308,"Missouri",2,6,0,1,0,2,577377,192477,177611,52.01,47.99,1,0,0,0.640981542,0,0,0,1,0,1,0,2902,1638640
"341",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,309,"Montana",0,5.2083333,0,1,0,1.2083,804263,256661,233284,52.39,47.61,1,0,0,0.609185055,0,0,0,1,0,1,0,3001,2650300
"342",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,310,"Nebraska",2,5.0833333,0,1,0,1.0833,454282,126715,121770,51,49,1,0,0,0.546984032,0,0,0,1,0,1,0,3102,2731740
"343",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,311,"Nevada",3,3.0416667,0,0,1,0.9583,563428,122566,148501,45.22,54.78,0,0,1,0.481103176,0,0,0,1,0,1,0,3203,8825870
"344",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,312,"Nevada",4,2.75,1,0,0,1.25,493015,102748,121962,45.72,54.28,0,0,1,0.455787349,0,0,0,1,0,1,0,3204,10211960
"345",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,313,"New Hampshire",1,2.5833333,1,0,0,1.4167,NA,130996,155884,45.66,54.34,0,0,1,NA,0,0,0,1,0,1,0,3301,1021590
"346",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,314,"New Hampshire",2,1.1666667,1,0,0,2.8333,NA,117990,155358,43.16,56.84,0,1,0,NA,0,0,0,1,0,1,0,3302,438930
"347",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,315,"New Jersey",2,1.4583333,1,0,0,2.5417,NA,116866,136685,46.09,53.91,0,0,1,NA,0,0,0,1,0,1,0,3402,573810
"348",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,316,"New Jersey",3,3.7083333,0,0,1,0.2917,NA,149500,153473,49.34,50.66,1,0,0,NA,0,0,0,1,0,1,0,3403,10303470
"349",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,317,"New Jersey",4,6.8333333,0,1,0,2.8333,NA,163065,126766,56.26,43.74,1,0,0,NA,0,0,0,1,0,1,0,NA,NA
"350",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,318,"New Jersey",5,1.6666667,1,0,0,2.3333,NA,128255,169546,43.07,56.93,0,1,0,NA,0,0,0,1,0,1,0,3405,419810
"351",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,319,"New Jersey",7,3.3333333,0,0,1,0.6667,NA,150785,166985,47.45,52.55,1,0,0,NA,0,0,0,1,0,1,0,3407,2506370
"352",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,320,"New Jersey",11,2.75,1,0,0,1.25,NA,136322,183684,42.6,57.4,0,0,1,NA,0,0,0,1,0,1,0,3411,4623080
"353",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,321,"New Mexico",1,1.1666667,1,0,0,2.8333,NA,90507,147336,38.05,61.95,0,0,1,NA,0,0,0,1,0,1,0,3501,311680
"354",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,322,"New Mexico",2,3.8333333,0,0,1,0.1667,NA,97767,101489,49.07,50.93,0,0,1,NA,0,0,0,1,0,1,0,3502,6806160
"355",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,323,"New York",1,5.8333333,0,1,0,1.8333,NA,139027,127991,52.07,47.93,1,0,0,NA,0,0,0,1,0,1,0,NA,NA
"356",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,324,"New York",2,6.1666667,0,1,0,2.1667,NA,128078,113074,53.11,46.89,1,0,0,NA,0,0,0,1,0,1,0,3602,286140
"357",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,325,"New York",3,1.1666667,1,0,0,2.8333,NA,109514,157456,41.02,58.98,0,1,0,NA,0,0,0,1,0,1,0,NA,NA
"358",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,326,"New York",11,5.4166667,0,1,0,1.4167,NA,89441,101823,46.76,53.24,1,0,0,NA,0,0,0,1,0,1,0,3611,569260
"359",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,327,"New York",18,1.3333333,1,0,0,2.6667,NA,112035,139564,44.53,55.47,0,1,0,NA,0,0,0,1,0,1,0,NA,NA
"360",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,328,"New York",19,3.5416667,0,0,1,0.4583,NA,132873,147873,47.33,52.67,1,0,0,NA,0,0,0,1,0,1,0,3619,6897510
"361",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,329,"New York",21,6.3333333,0,1,0,2.3333,NA,131981,99791,56.94,43.06,1,0,0,NA,0,0,0,1,0,1,0,3621,952450
"362",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,330,"New York",22,3.7083333,0,0,1,0.2917,NA,123242,127715,49.11,50.89,1,0,0,NA,0,0,0,1,0,1,0,3622,12267540
"363",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,331,"New York",23,6.3333333,0,1,0,2.3333,NA,130323,109932,54.24,45.76,1,0,0,NA,0,0,0,1,0,1,0,3623,990420
"364",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,332,"New York",24,5.4166667,0,1,0,1.4167,NA,136920,123226,52.63,47.37,1,0,0,NA,0,0,0,1,0,1,0,3624,2947020
"365",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,333,"New York",27,5.25,0,1,0,1.25,NA,140146,139059,50.19,49.81,1,0,0,NA,0,0,0,1,0,1,0,3627,853290
"366",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,334,"North Carolina",2,5.25,0,1,0,1.25,NA,170072,151977,52.81,47.19,1,0,0,NA,0,0,0,1,0,1,0,3702,3941140
"367",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,335,"North Carolina",6,6.8333333,0,1,0,2.8333,NA,160709,123651,56.52,43.48,1,0,0,NA,0,0,0,1,0,1,0,NA,NA
"368",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,336,"North Carolina",7,6.8333333,0,1,0,2.8333,NA,156809,120838,56.48,43.52,1,0,0,NA,0,0,0,1,0,1,0,3707,300850
"369",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,337,"North Carolina",8,6.3333333,0,1,0,2.3333,NA,141402,114119,55.34,44.66,1,0,0,NA,0,0,0,1,0,1,0,3708,328270
"370",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,338,"North Carolina",9,3.8333333,0,0,1,0.1667,NA,139246,138341,50.16,49.84,0,0,1,NA,0,0,0,1,0,1,0,3709,7977690
"371",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,339,"North Carolina",13,4.7916667,0,0,1,0.7917,NA,147570,130402,53.09,46.91,1,0,0,NA,0,0,0,1,0,1,0,3713,3886150
"372",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,340,"Ohio",1,5.125,0,1,0,1.125,537446,154409,141118,52.25,47.75,1,0,0,0.549872917,0,0,0,1,0,1,0,3901,6629730
